A1_Nquest,DIAENTR,MESENTR,ANOENTR,D1A_ID,D1A_FAIXAID,D2_SEXO,D3_ESCOLA,RAMOATIV,RAMOCHEFEF,OCUPA,UF,CID,REG,Q1,Q2,Q3,Q401,Q402,Q403,Q404,Q405,Q406,Q407,Q501,Q502,Q503,Q504,Q505,Q601,Q602,Q603,Q604,Q7,Q8,Q9,Q10A,Q10B,Q11,Q12P1_A,Q12P1_B,Q12P2_A,Q12P2_B,Q12G_1A,Q12G_2,Q12S1,Q12S2,Q12CD,Q12CD_recode,Q12AL,Q12AL_recode,Q13A,Q13B,Q13B_2,Q13B2A,Q13G1,Q13G2,Q13S,Q13CD,Q13CD_recode,Q13AL,Q13AL_recode,Q14A,Q14B,Q1501,Q1502,Q1503,Q1504,Q1505,Q1506,Q1507,Q1508,Q1509,Q1510,Q1511,Q1512,Q1513,Q1514,Q1515,Q1516,Q1517,Q1518,Q1519,Q1520,Q1521,Q1522,Q1523,Q1524,Q1525,Q1526,Q1601,Q1602,Q1603,Q1604,Q1605,Q1606,Q1607,Q1608,Q1609,Q1610,Q1611,Q1612,Q1613,Q1614,Q1615,Q1616,Q1617,Q1618,Q1619,Q1620,Q1621,Q1701,Q1702,Q1703,Q1704,Q1705,Q1706,Q1707,Q1708,Q1709,Q1710,Q1711,Q1712,Q1713,Q1714,Q1715,Q1716,Q1717,Q1718,Q1719,Q1720,Q1721,Q1722,Q1723,Q1724,Q1725,Q1726,Q18,Q21,Q22A,Q22B,Q22C,Q22D,P1,P1A,D5_1,D5_2,P201,P202,P203,P204,P205,P206,P207,P208,P209,P210,P211,P212,P213,P214,P215,P216,P217,P301,P302,P303,P304,P305,P306,P307,P308,P309,P310,P311,P312,P401,P402,P403,P404,P405,P406,P407,P408,P409,P410,P411,P412,P5,P601,P602,P603,P604,P605,P606,P607,P608,P609,P610,P611,P612,P613,P614,P615,P616,P7_aberta_agregada,P8,P9,P1001,P1002,P1003,P1004,P1101,P1102,P1103,P1104,P1105,P12,P13_aberta_agregada,P14A,P14B,P15,P1601,P1602,P1603,P1604,P1605,P1606,P1607,P1608,P1609,P1610,P1611,P1701,P1702,P1703,P1704,P1705,P1706,P1707,P1708,P1709,P1710,P1711,P1712,P1713,P18,P19,P20,P2101,P2102,P2103,P2104,P2105,P2106,P22,P24,P25,P26,P27,P28,P28A,P28B,P29,P30,D4,D7,D8,D8A,D6,D9,D9A,D9B_FAIXA_RENDAF,D11,D10,D10A,D12,D12A,D14,D15,D16,D20,DIAANIVER,MESANIVER,ANOANIVER,A3
1132,13,11,2018,54,5,1,1,10,99,4,31,81,3,2,1,5,1,2,5,5,1,5,4,5,5,1,5,5,1,1,1,1,1,5,5,1,13,5,1,5,1,1,3102,3102,9998,9998,9998,3,9998,3,1,2,1,2,9998,9999,9998,9998,3,9998,3,5,5,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,96,96,5,96,96,5,5,96,5,96,96,96,96,96,96,5,5,96,96,5,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,5,5,1,99,17,3,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,7,5,5,5,5,10,5,5,5,10,5,5,5,5,5,5,70,1,2,1,1,1,1,1,1,1,1,1,1,50,99,3,2,5,5,10,10,5,5,5,5,5,10,5,5,1,1,1,1,5,5,1,5,5,1,1,1,1,3,1,5,5,1,5,1,1,4,2,7,7,4,1,3,4,2,2,3,12,9999,999,999,3000,999,3,1,5,19,5,2,1,2,1,5,20,1,1964,1
1133,13,11,2018,83,7,1,1,10,99,4,31,81,3,2,4,2,4,2,5,1,5,2,1,2,2,2,5,1,2,4,1,1,1,1,5,1,98,2,1,9,1,2,3102,3109,9998,9998,9998,3,9998,3,1,98,1,1,9998,9999,9998,9998,3,9998,3,3,2,96,96,96,96,3,96,96,5,3,96,96,1,96,3,96,96,3,96,2,2,96,96,3,96,96,96,0,96,96,5,5,96,10,5,96,0,96,3,6,96,96,2,6,0,96,96,3,0,0,0,96,98,96,96,2,3,0,96,96,96,2,10,0,96,0,0,2,0,96,3,96,0,96,10,4,2,1,98,99,1,13,2,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,6,2,6,5,6,2,2,2,2,1,3,2,3,3,3,4,3,1,3,1,2,2,0,0,0,0,5,5,2,3,5,0,2,5,5,2,3,0,998,1,8,1,2,2,1,2,1,1,1,2,1,15,4,99,2,10,6,10,10,5,3,5,1,8,10,5,5,1,5,5,2,5,5,2,2,5,2,2,5,2,3,2,2,2,2,5,2,5,4,2,2,7,12,2,4,999,2,2,1,15,9999,999,999,3000,999,3,3,3,9999,2,3,1,2,1,2,21,12,1935,1
1134,13,11,2018,56,6,1,0,8,99,4,31,81,3,2,1,3,1,5,5,5,5,5,5,4,4,5,1,4,1,3,1,4,1,1,5,1,13,5,1,5,1,1,3109,3109,9998,9998,9998,3,9998,3,1,2,1,2,9998,9999,9998,9998,3,9998,3,5,5,10,9,10,0,96,0,96,3,96,96,10,0,96,0,96,96,96,96,96,0,96,96,96,96,96,0,96,96,96,96,10,96,10,96,96,10,96,96,96,96,96,96,96,96,96,96,96,10,96,10,96,0,96,96,96,96,96,10,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,10,5,2,2,99,99,2,999,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,2,2,6,2,6,6,6,6,1,6,2,3,1,1,3,1,3,3,3,3,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,2,1,1,1,1,1,1,1,1,1,1,11,99,2,2,10,10,10,10,10,10,10,10,10,10,10,5,5,1,1,1,1,2,5,2,1,1,1,1,5,5,2,5,5,5,5,1,4,1,2,7,7,4,1,5,4,2,1,1,16,9999,999,999,2000,999,3,3,5,111,2,4,1,2,1,3,17,11,1962,1
1135,12,11,2018,28,3,2,6,10,99,4,31,82,3,2,1,2,2,1,5,5,5,1,2,2,2,5,5,5,1,3,1,1,1,1,4,5,99,5,1,9,1,2,3109,3109,9960,9960,598,1,829,3,1,2,1,2,9960,9999,9960,9960,4,9960,4,5,5,0,96,2,96,5,96,96,96,96,96,6,96,3,96,96,96,0,96,96,96,96,96,2,96,96,96,3,1,96,2,96,96,10,3,96,0,96,3,1,0,96,96,0,0,96,0,0,98,96,98,98,98,98,98,98,98,98,10,98,98,98,98,96,98,98,98,98,98,98,98,98,98,98,10,2,2,2,99,99,1,13,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,4,2,2,6,2,1,1,2,3,3,3,4,3,2,2,4,3,1,0,0,0,0,0,0,0,0,3,0,2,0,0,1,1,0,40,2,1,1,4,1,4,1,5,5,2,1,1,10,2,99,2,2,1,1,1,1,1,1,1,1,1,1,5,1,5,1,5,1,2,1,2,5,1,1,1,5,5,2,5,5,1,5,5,8,4,1,2,1,8,1,4,3,2,1,6,14,9999,999,999,1500,999,2,2,3,9999,8,2,1,2,1,4,17,5,1990,1
1136,12,11,2018,39,4,2,8,5,99,1,31,82,3,3,3,3,8,1,5,1,2,2,1,2,2,2,4,2,3,1,1,1,1,2,5,1,13,2,4,99,5,99,9999,9999,9999,9999,9999,999,9999,999,1,2,5,99,9970,9999,9970,9998,3,1451,3,4,5,8,96,4,96,4,96,96,8,96,5,96,5,5,5,5,5,5,3,96,5,5,6,6,96,5,96,9,4,5,4,5,7,7,8,7,10,5,5,5,5,6,5,1,5,5,1,0,9,96,2,96,1,96,96,8,96,96,96,3,7,1,3,3,3,96,1,1,96,1,6,96,96,96,10,4,2,2,99,99,2,999,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1,2,5,2,2,2,2,5,5,5,5,6,2,1,3,1,3,3,3,3,4,3,3,4,3,1,0,8,0,2,5,5,5,3,2,2,2,5,5,5,4,2,40,1,2,2,2,1,2,2,1,1,2,1,1,18,99,1,2,5,5,5,5,7,5,5,7,5,7,5,2,2,2,2,2,1,2,2,4,4,2,2,4,2,1,1,5,5,5,5,5,1,2,2,5,1,96,2,5,999,1,1,6,1,2,3,1,3000,999,3,4,3,9999,8,2,1,2,1,4,10,11,1979,1
1137,12,11,2018,30,3,2,6,4,99,1,31,82,3,4,4,3,3,1,4,2,2,1,2,2,1,4,4,4,1,1,1,1,1,3,5,1,13,5,1,5,1,1,9960,9960,9960,9960,9960,4,9960,4,4,99,4,99,9999,9999,9999,9999,999,9999,999,2,3,9,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,3,96,96,96,2,96,96,4,10,96,1,2,96,8,96,96,96,96,96,96,3,5,96,96,3,8,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,8,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,4,6,6,5,6,6,6,3,3,3,4,4,3,3,4,4,4,4,4,2,2,0,0,0,0,0,3,3,2,2,2,2,1,0,2,2,998,1,1,1,1,2,2,4,2,4,4,5,1,15,1,99,8,2,2,2,3,2,2,2,2,2,3,2,5,2,2,4,4,2,4,2,2,2,2,2,4,2,3,2,3,2,5,4,4,4,1,2,2,1,12,2,2,999,2,2,3,1,2,3,2,2000,999,3,5,3,9999,8,1,1,2,1,2,8,12,1988,1
1138,12,11,2018,33,3,2,6,6,99,1,31,82,3,3,4,3,1,1,2,5,4,4,1,1,4,1,4,1,2,1,1,1,1,3,5,1,13,4,1,5,1,1,9960,3109,3104,9960,9998,3,9998,3,4,99,4,99,9999,9999,9999,9999,999,9999,999,4,5,5,96,4,96,5,96,96,2,96,96,5,4,96,96,96,5,3,96,96,96,96,96,3,96,2,96,10,10,96,7,10,96,0,5,96,10,96,96,2,96,96,96,0,10,96,96,0,0,96,0,0,0,0,96,0,0,96,10,96,96,96,0,0,0,0,96,96,0,96,0,0,96,96,3,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,2,2,2,6,4,2,4,1,1,1,3,3,3,3,3,4,3,3,3,1,1,5,2,3,2,2,2,3,2,5,0,2,2,2,2,2,2,998,1,8,4,2,1,1,4,4,4,5,4,1,15,99,1,2,1,1,2,2,2,2,2,1,2,2,1,5,5,5,5,4,1,8,5,5,4,5,5,1,4,3,2,2,1,4,5,8,1,1,1,1,1,12,2,3,999,2,2,3,1,2,3,1,1300,999,2,2,5,1,7,1,1,2,1,3,8,11,1985,1
1139,12,11,2018,29,3,2,5,6,99,1,31,82,3,3,4,3,1,1,1,1,3,3,1,2,3,4,1,1,4,4,1,4,1,3,5,5,99,5,1,5,1,1,9950,9950,9950,9950,9950,4,9950,4,5,99,5,99,9999,9999,9999,9999,999,9999,999,5,5,8,96,96,96,4,96,96,4,96,96,96,96,96,96,96,96,96,96,96,96,96,96,4,4,96,96,0,96,96,0,5,0,0,0,96,5,96,0,96,96,96,0,0,0,96,0,0,0,96,0,96,0,96,96,0,96,96,96,0,96,0,0,96,0,0,96,96,0,96,96,96,96,96,10,5,2,2,99,99,1,98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,6,6,6,6,6,5,6,5,3,3,4,3,3,4,4,4,4,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,1,8,3,2,2,2,2,1,1,3,2,1,15,2,99,2,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,1,1,2,1,2,1,1,2,1,4,5,2,5,3,1,4,5,1,2,1,5,1,4,1,5,4,1,2,3,1,2,3,1,9999998,98,98,5,3,9999,7,8,1,2,1,4,4,7,1989,1
1140,12,11,2018,61,6,2,2,10,99,4,31,82,3,2,1,1,5,5,1,2,4,5,5,5,5,5,5,5,1,4,1,1,1,1,2,1,98,2,5,99,5,99,9999,9999,9999,9999,9999,999,9999,999,1,98,1,98,9998,9999,9998,9998,3,9998,3,3,3,5,96,96,96,96,96,96,96,96,96,8,96,96,96,2,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,10,96,96,96,0,96,96,96,98,96,96,96,96,96,98,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,8,2,2,2,99,99,1,98,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,8,2,2,2,2,6,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,1,6,5,5,5,10,0,5,8,2,10,2,5,10,8,10,10,998,8,2,8,8,1,1,5,2,5,1,1,2,998,99,4,1,10,8,4,8,10,10,5,98,6,10,5,4,5,5,5,4,4,4,1,4,4,5,5,4,1,1,2,5,8,1,1,4,2,1,2,3,7,96,2,2,999,1,1,5,12,9999,999,999,9999998,98,98,1,3,9999,2,3,1,1,1,2,20,6,1957,1
1141,12,11,2018,69,7,1,4,10,99,4,31,82,3,1,2,2,2,2,3,2,2,3,2,2,1,2,3,5,1,1,1,1,1,5,3,1,30,5,1,9,1,2,3109,3109,3105,3117,284,1,402,1,1,1,1,1,3105,9999,9998,9998,3,9998,3,4,4,0,7,5,96,6,96,4,0,96,96,6,7,96,6,96,7,6,96,4,4,5,3,4,3,4,96,1,0,0,3,0,4,8,6,2,0,7,3,1,4,2,96,3,0,96,8,2,1,6,4,96,6,3,7,0,96,96,10,7,3,0,96,10,4,6,0,4,96,96,4,96,96,96,10,4,1,99,40,3,1,13,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,6,1,2,3,3,1,1,6,4,1,1,1,3,1,1,3,4,1,1,3,3,1,0,0,3,4,10,6,6,8,7,6,4,6,7,8,5,7,40,1,2,1,4,1,2,2,1,1,1,1,1,10,2,99,2,10,10,8,8,8,7,8,8,10,8,4,2,2,2,5,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,4,1,5,1,5,1,4,3,2,2,1,12,9999,999,999,1500,999,2,1,3,9999,2,3,1,2,1,4,11,1,1949,1
1142,11,11,2018,32,3,2,8,10,99,4,31,82,3,3,3,5,1,1,5,5,5,1,1,5,5,1,5,5,2,2,1,4,1,2,5,1,13,5,1,3,1,1,9950,9950,3114,9950,9950,4,9950,4,1,2,1,2,3103,9999,3106,9998,3,9950,4,4,4,8,96,96,96,4,96,96,96,96,96,96,96,96,96,96,96,3,96,96,5,96,96,96,96,96,96,9,5,96,6,9,96,0,3,3,7,96,96,0,96,96,96,0,9,96,96,0,0,0,96,96,10,96,96,96,0,96,96,10,96,96,96,96,10,96,0,10,0,96,96,96,96,96,10,3,2,1,13,2,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,5,2,2,6,2,2,4,2,2,2,2,3,3,3,2,4,2,1,0,0,3,3,5,4,5,5,4,0,3,0,2,2,0,0,6,1,1,1,5,5,5,5,2,5,4,5,1,15,99,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,4,5,2,4,4,5,1,3,1,5,5,1,5,5,5,3,2,2,1,12,2,3,999,2,2,1,14,9999,999,999,3000,999,3,2,3,9999,9,1,1,2,1,4,8,3,1986,1
1143,11,11,2018,43,4,2,6,2,99,1,31,82,3,2,2,2,2,1,5,1,3,1,1,5,2,3,3,3,1,4,2,2,1,2,5,5,99,2,1,50,1,50,9950,9950,3114,9998,9998,3,458,1,1,2,1,2,3103,9999,3101,9998,3,9998,3,5,3,0,4,96,96,5,4,96,96,4,96,96,4,96,4,0,4,96,96,0,96,96,96,96,96,4,4,3,96,1,2,3,1,98,3,3,2,3,2,2,1,2,2,0,3,96,0,0,0,0,98,98,5,0,98,98,98,98,98,98,98,98,98,98,96,98,98,98,98,98,98,98,98,98,5,5,2,2,99,99,2,999,2,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,5,5,5,2,5,6,2,5,2,2,1,2,2,4,2,3,4,4,2,3,1,1,1,0,0,0,4,4,2,7,4,4,0,4,4,0,3,3,3,40,1,1,1,3,2,2,2,4,1,2,5,1,70,1,99,2,5,5,5,5,5,2,2,5,5,5,5,5,2,2,5,4,1,5,4,4,5,2,2,1,5,1,1,4,3,2,5,2,2,2,2,2,4,96,2,4,999,2,2,1,1,2,2,1,1500,999,2,2,3,9999,6,2,1,2,1,3,5,2,1975,1
1144,11,11,2018,54,5,1,6,10,99,4,31,82,3,3,3,4,1,1,1,2,2,4,1,1,2,5,1,1,4,4,1,1,1,2,2,5,99,4,1,9,1,2,9950,3109,9960,9950,9960,4,9960,4,1,2,1,2,3103,9999,3101,9998,3,9998,3,5,5,7,3,0,0,3,7,7,4,0,0,96,0,3,0,0,0,5,0,0,5,0,0,3,0,5,0,7,2,6,4,5,6,8,4,3,6,6,96,96,4,3,96,0,4,3,2,7,0,10,0,0,0,0,10,10,10,0,10,0,10,0,0,0,0,0,10,10,0,0,0,10,0,10,5,4,2,2,99,99,2,999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,5,5,2,5,5,2,3,3,2,3,3,3,3,2,3,3,3,2,1,3,2,3,4,6,2,7,4,2,3,2,3,3,2,2,4,6,1,1,1,2,1,1,2,4,1,1,5,1,25,99,1,2,9,6,6,8,5,8,7,8,6,6,6,5,1,1,1,2,2,5,5,2,1,1,1,1,4,1,1,5,1,1,2,5,1,4,2,2,1,12,2,4,999,2,2,5,12,9999,999,999,3000,999,3,2,3,9999,8,2,1,2,1,5,22,11,1964,1
1145,11,11,2018,43,4,1,6,9,99,3,31,82,3,4,4,3,2,2,2,3,2,2,4,3,3,2,3,2,1,1,1,1,3,2,2,5,99,3,1,9,1,2,3109,3109,3105,3117,402,2,810,3,1,2,1,2,3103,9999,3107,9998,3,504,3,5,1,0,10,10,0,10,5,0,0,10,96,10,10,10,0,0,0,0,0,0,0,96,0,0,96,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,10,0,96,10,96,96,0,10,0,10,10,96,0,0,10,0,96,96,10,96,0,0,96,96,96,10,2,2,2,99,99,2,999,2,2,2,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,3,1,2,5,2,1,1,1,2,1,1,3,3,1,3,4,1,1,10,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,6,1,2,1,2,1,2,3,4,2,2,5,1,50,4,99,2,10,10,10,10,10,10,10,10,10,10,10,5,2,1,4,2,2,4,2,5,5,4,2,5,2,3,1,5,5,2,5,5,2,4,1,8,7,7,2,2,999,2,1,3,3,5,3,98,9999998,1,1,4,3,9999,11,2,1,2,1,3,8,12,1975,1
1146,11,11,2018,22,2,1,6,2,99,1,31,82,3,1,2,2,2,2,3,2,2,3,3,1,3,4,3,3,2,3,2,3,2,1,4,1,17,2,1,9,1,2,3109,3109,3114,9998,9998,3,9998,3,1,1,1,1,9998,9999,3108,9998,3,9998,3,4,5,2,3,4,3,5,96,96,2,96,96,6,8,96,5,96,96,4,96,96,4,96,96,4,96,96,96,6,1,0,1,0,2,8,4,6,2,5,2,4,2,96,1,1,1,0,2,0,0,96,6,96,6,96,3,1,6,96,6,10,3,5,96,96,6,96,96,96,96,3,6,3,96,96,8,4,2,1,17,3,1,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,3,4,4,2,2,5,3,1,2,1,3,2,8,4,3,2,3,4,3,8,4,2,4,3,5,6,6,4,4,3,3,4,5,5,4,6,40,1,1,1,1,3,2,2,2,4,2,2,1,50,99,2,1,9,6,7,6,7,7,6,8,7,7,6,5,2,2,2,4,2,3,3,5,3,2,3,3,3,1,1,5,4,4,5,5,2,4,1,2,1,1,1,5,4,2,8,3,1,2,2,1,9999998,3,3,2,3,9999,2,3,1,2,1,4,6,6,1996,1
1147,11,11,2018,28,3,1,7,6,99,3,31,82,3,2,2,2,4,2,5,5,4,1,2,4,2,3,4,3,3,3,3,1,1,2,4,5,99,5,1,9,1,2,3109,3109,9998,9950,9950,4,402,1,1,50,1,50,9950,9999,9950,499,1,9950,4,4,5,2,3,3,96,3,3,96,0,96,96,8,5,96,2,96,4,3,96,2,96,96,96,3,2,96,96,4,0,0,4,1,4,7,2,7,5,2,2,1,2,96,96,0,1,96,0,1,0,10,0,0,10,0,96,0,10,96,10,10,96,10,96,0,10,10,96,96,10,10,0,96,96,96,7,4,2,1,17,3,1,50,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,5,3,5,5,2,3,5,3,2,2,2,3,3,3,3,3,2,3,4,3,1,3,3,4,4,5,5,5,5,4,4,4,4,5,3,3,3,22,1,2,3,3,2,2,1,4,3,1,4,1,70,5,99,2,7,5,6,1,4,4,4,6,4,4,3,4,4,2,4,4,2,3,4,4,4,2,2,1,2,3,1,5,5,5,5,5,1,4,1,4,7,97,2,3,999,2,1,1,5,2,3,1,2000,999,3,2,10,9999,2,3,1,2,1,2,29,10,1990,1
1148,11,11,2018,62,6,1,6,5,99,1,31,82,3,2,2,3,5,1,5,1,2,5,1,3,1,1,4,4,1,2,1,3,1,1,5,1,13,5,1,5,1,1,3105,9950,3104,9998,281,1,9998,3,1,2,1,2,3103,9999,3105,9998,3,9998,3,5,5,5,0,3,2,0,2,1,2,2,96,1,96,2,4,2,3,2,2,3,96,2,2,2,2,2,1,4,8,5,5,7,0,0,0,5,10,2,4,2,0,0,96,0,8,0,0,1,0,10,0,10,10,10,10,10,98,10,10,10,98,0,98,0,10,10,0,10,0,0,10,10,10,10,0,4,1,99,13,8,1,15,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,3,3,6,6,3,6,6,3,6,6,6,2,2,2,3,3,3,2,4,2,3,3,3,1,0,0,0,0,0,3,3,1,2,0,0,0,0,0,0,0,70,2,1,1,1,2,1,5,1,4,5,5,1,10,99,3,2,8,2,2,1,2,3,6,2,6,2,2,5,1,5,1,5,1,1,2,5,4,1,1,1,5,3,2,5,5,5,5,5,1,1,2,5,4,12,1,4,3,2,1,1,3,5,3,1,4500,999,3,2,4,9999,2,2,1,2,1,2,11,12,1956,1
1149,10,11,2018,60,6,1,2,6,99,3,33,83,3,4,4,3,1,1,5,1,5,1,1,1,3,1,5,4,4,1,1,1,1,1,5,5,99,5,1,5,1,1,9950,9950,3309,3308,9950,4,9950,4,1,2,5,99,3302,9999,3304,9998,3,9998,3,3,1,96,96,3,96,96,96,96,96,96,96,96,96,96,96,0,96,96,96,96,96,0,96,1,96,96,96,3,96,96,96,96,0,1,96,0,2,0,96,0,96,96,96,0,2,0,96,96,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,5,2,2,99,99,1,97,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,6,4,6,5,1,1,4,1,2,4,1,2,3,3,4,4,4,4,3,3,2,0,0,0,0,3,0,0,5,8,4,3,0,3,3,2,0,998,1,1,1,1,2,1,1,1,1,1,4,1,10,1,99,2,6,1,2,2,2,2,1,1,1,3,3,5,1,5,8,5,2,4,1,3,3,1,1,5,1,1,2,5,5,5,5,5,1,4,2,10,999,97,2,4,999,2,1,3,3,5,3,1,9999999,99,99,5,3,9999,2,3,1,2,1,4,20,11,1958,2
1150,10,11,2018,34,3,2,6,4,99,3,33,83,3,2,2,2,1,1,5,1,5,1,1,5,5,5,5,4,1,3,2,2,1,1,5,1,98,3,1,9,1,2,3311,3303,3316,3309,9998,3,9998,3,1,1,1,1,3302,9960,9998,9998,3,9998,3,5,4,0,96,96,96,5,96,5,5,5,96,96,5,96,5,96,96,96,4,96,96,96,5,0,96,96,96,5,0,0,0,0,0,8,0,0,0,96,0,0,5,96,96,5,0,96,0,0,0,96,96,96,5,96,6,96,5,96,96,96,96,0,0,96,96,5,5,96,5,96,96,96,0,96,10,2,2,2,99,99,1,13,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,2,5,5,5,2,2,5,3,4,2,1,4,3,4,4,4,2,2,4,3,2,0,2,2,3,8,4,4,4,0,0,3,4,5,0,0,4,12,1,2,1,5,1,5,1,1,1,5,5,1,998,99,3,2,9,7,6,98,98,98,98,9,98,6,8,5,1,2,5,5,1,1,4,5,5,1,1,1,5,3,1,5,5,5,5,5,1,4,1,2,1,1,2,4,999,2,8,3,3,5,3,1,4000,999,3,1,5,78,1,4,1,2,1,3,8,7,1984,2
1151,10,11,2018,60,6,2,6,10,99,4,33,83,3,1,1,2,1,2,5,1,5,4,4,1,1,5,4,5,4,4,1,2,1,1,5,5,99,5,1,3,1,2,3310,9960,3303,3305,802,3,9998,3,1,1,1,1,3305,3305,3302,9998,3,9998,3,2,2,0,0,6,0,0,8,9,1,3,96,0,9,0,0,0,5,0,0,0,0,2,3,0,96,5,96,6,96,96,10,0,4,10,5,2,0,8,96,96,1,3,96,8,0,3,3,0,0,3,0,0,0,5,7,1,5,0,5,3,0,0,4,7,0,0,96,0,1,0,0,0,0,96,9,4,1,99,25,3,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,6,4,4,6,6,6,6,6,2,3,3,3,3,2,3,3,2,3,4,4,2,0,3,1,0,3,0,1,0,3,3,2,1,1,2,3,1,80,1,1,5,5,4,2,2,5,4,1,4,1,15,2,99,2,10,1,2,3,2,1,3,2,1,3,2,5,1,5,1,5,1,1,1,1,1,2,1,1,2,3,2,5,5,5,1,5,1,4,2,1,3,4,2,4,999,2,2,3,10,9999,999,999,200,999,1,5,3,9999,5,2,1,2,1,1,16,8,1958,2
1152,10,11,2018,34,3,1,6,5,99,1,33,83,3,2,1,2,1,1,5,1,5,1,1,1,5,4,5,2,3,1,3,1,1,1,5,5,99,2,1,9,1,2,3311,3311,3309,3316,263,2,9998,3,1,1,1,1,3302,3304,3308,9998,3,9998,3,5,3,0,96,0,96,0,96,0,0,3,96,0,3,96,0,96,96,0,0,0,96,96,0,0,96,96,96,8,0,0,5,0,3,7,5,10,5,0,0,5,0,5,96,0,0,0,0,0,0,96,1,96,5,96,96,0,96,96,0,10,96,5,96,96,1,96,10,3,96,0,96,96,96,96,6,5,2,2,99,99,2,999,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,5,5,1,2,2,2,3,3,1,3,3,3,3,3,1,1,2,3,2,0,0,5,5,10,0,8,8,10,2,0,10,10,2,0,0,998,2,2,1,1,2,1,1,5,5,1,2,1,10,99,1,2,10,10,10,2,8,10,5,2,8,5,10,5,4,5,1,5,1,5,1,5,5,1,1,1,1,1,1,5,5,5,5,5,1,2,1,4,1,1,2,2,999,2,1,3,1,2,3,1,6000,999,4,6,10,9999,5,2,1,2,3,6,1,12,1984,2
